index	promptID	pairID	sentence1_binary_parse	sentence2_binary_parse	sentence1_parse	sentence2_parse	sentence1	sentence2	label1	label2	label3	label4	label5	gold_label
185	a	b	d	e	f	g	h	A blond man, who is wearing a black t-shirt is playing a game of scrabble and is surrounded by cabbages.	A blond man, who is wearing a black t-shirt is playing a game of scrabble and is surrounded by vegetables.	a	b	c	d	e	entailment
186	a	b	d	e	f	g	h	A blond man, who is wearing a black t-shirt is playing a game of scrabble and is surrounded by vegetables.	A blond man, who is wearing a black t-shirt is playing a game of scrabble and is surrounded by eggplants.	a	b	c	d	e	neutral
187	a	b	d	e	f	g	h	A blond man, who is wearing a black t-shirt is playing a game of scrabble and is surrounded by eggplants.	A blond man, who is wearing a black t-shirt is playing a game of scrabble and is surrounded by vegetables.	a	b	c	d	e	entailment
188	a	b	d	e	f	g	h	Baseball player makes a catch in front of an umpire.	Baseball player makes a catch in front of an person.	a	b	c	d	e	entailment
189	a	b	d	e	f	g	h	Baseball player makes a catch in front of an person.	Baseball player makes a catch in front of an umpire.	a	b	c	d	e	neutral
190	a	b	d	e	f	g	h	Two women laughing at a cat walking on the furniture.	Two women laughing at a mammal walking on the furniture.	a	b	c	d	e	entailment
191	a	b	d	e	f	g	h	Two women laughing at a mammal walking on the furniture.	Two women laughing at a cat walking on the furniture.	a	b	c	d	e	neutral
192	a	b	d	e	f	g	h	Two women laughing at a cat walking on the furniture.	Two women laughing at a animal walking on the furniture.	a	b	c	d	e	entailment
193	a	b	d	e	f	g	h	Two women laughing at a animal walking on the furniture.	Two women laughing at a cat walking on the furniture.	a	b	c	d	e	neutral
194	a	b	d	e	f	g	h	Two women laughing at a cat walking on the furniture.	Two women laughing at a tabby walking on the furniture.	a	b	c	d	e	neutral
195	a	b	d	e	f	g	h	Two women laughing at a tabby walking on the furniture.	Two women laughing at a cat walking on the furniture.	a	b	c	d	e	entailment
196	a	b	d	e	f	g	h	A man in a red shirt is walking on the street.	A man in a red garment is walking on the street.	a	b	c	d	e	entailment
197	a	b	d	e	f	g	h	A man in a red garment is walking on the street.	A man in a red shirt is walking on the street.	a	b	c	d	e	neutral
198	a	b	d	e	f	g	h	Two young males working in a garden.	Two young males working in a location.	a	b	c	d	e	entailment
199	a	b	d	e	f	g	h	Two young males working in a location.	Two young males working in a garden.	a	b	c	d	e	neutral
200	a	b	d	e	f	g	h	A gentleman coming out of a laundromat.	A gentleman coming out of a location.	a	b	c	d	e	entailment
201	a	b	d	e	f	g	h	A gentleman coming out of a location.	A gentleman coming out of a laundromat.	a	b	c	d	e	neutral
202	a	b	d	e	f	g	h	People on ATVs and dirt bikes are traveling along a worn path in a field surrounded by trees.	People on ATVs and dirt bikes are traveling along a worn path in a field surrounded by plants.	a	b	c	d	e	entailment
203	a	b	d	e	f	g	h	People on ATVs and dirt bikes are traveling along a worn path in a field surrounded by plants.	People on ATVs and dirt bikes are traveling along a worn path in a field surrounded by trees.	a	b	c	d	e	neutral
204	a	b	d	e	f	g	h	People on ATVs and dirt bikes are traveling along a worn path in a field surrounded by trees.	People on ATVs and dirt bikes are traveling along a worn path in a field surrounded by elms.	a	b	c	d	e	neutral
205	a	b	d	e	f	g	h	People on ATVs and dirt bikes are traveling along a worn path in a field surrounded by elms.	People on ATVs and dirt bikes are traveling along a worn path in a field surrounded by trees.	a	b	c	d	e	entailment
206	a	b	d	e	f	g	h	People on ATVs and dirt bikes are traveling along a worn path in a field surrounded by trees.	People on ATVs and dirt bikes are traveling along a worn path in a field surrounded by firs.	a	b	c	d	e	neutral
207	a	b	d	e	f	g	h	People on ATVs and dirt bikes are traveling along a worn path in a field surrounded by firs.	People on ATVs and dirt bikes are traveling along a worn path in a field surrounded by trees.	a	b	c	d	e	entailment
208	a	b	d	e	f	g	h	A girl sits a piano with a microphone.	A girl sits a instrument with a microphone.	a	b	c	d	e	entailment
209	a	b	d	e	f	g	h	A girl sits a instrument with a microphone.	A girl sits a piano with a microphone.	a	b	c	d	e	neutral
210	a	b	d	e	f	g	h	Boy with toy gun pointed at the camera.	Boy with toy weapon pointed at the camera.	a	b	c	d	e	entailment
211	a	b	d	e	f	g	h	Boy with toy weapon pointed at the camera.	Boy with toy gun pointed at the camera.	a	b	c	d	e	neutral
212	a	b	d	e	f	g	h	Boy with toy gun pointed at the camera.	Boy with toy revolver pointed at the camera.	a	b	c	d	e	neutral
213	a	b	d	e	f	g	h	Boy with toy revolver pointed at the camera.	Boy with toy gun pointed at the camera.	a	b	c	d	e	entailment
214	a	b	d	e	f	g	h	Boy with toy gun pointed at the camera.	Boy with toy shotgun pointed at the camera.	a	b	c	d	e	neutral
215	a	b	d	e	f	g	h	Boy with toy shotgun pointed at the camera.	Boy with toy gun pointed at the camera.	a	b	c	d	e	entailment
216	a	b	d	e	f	g	h	Boy with toy gun pointed at the camera.	Boy with toy rifle pointed at the camera.	a	b	c	d	e	neutral
217	a	b	d	e	f	g	h	Boy with toy rifle pointed at the camera.	Boy with toy gun pointed at the camera.	a	b	c	d	e	entailment
218	a	b	d	e	f	g	h	There is a red truck behind the horses.	There is a red truck behind the mammals.	a	b	c	d	e	entailment
219	a	b	d	e	f	g	h	There is a red truck behind the mammals.	There is a red truck behind the horses.	a	b	c	d	e	neutral
220	a	b	d	e	f	g	h	There is a red truck behind the horses.	There is a red truck behind the animals.	a	b	c	d	e	entailment
221	a	b	d	e	f	g	h	There is a red truck behind the animals.	There is a red truck behind the horses.	a	b	c	d	e	neutral
222	a	b	d	e	f	g	h	Two men stand beneath a tree as they watch the sunset over the ocean.	Two men stand beneath a plant as they watch the sunset over the ocean.	a	b	c	d	e	entailment
223	a	b	d	e	f	g	h	Two men stand beneath a plant as they watch the sunset over the ocean.	Two men stand beneath a tree as they watch the sunset over the ocean.	a	b	c	d	e	neutral
224	a	b	d	e	f	g	h	Two men stand beneath a tree as they watch the sunset over the ocean.	Two men stand beneath a willow as they watch the sunset over the ocean.	a	b	c	d	e	neutral
225	a	b	d	e	f	g	h	Two men stand beneath a willow as they watch the sunset over the ocean.	Two men stand beneath a tree as they watch the sunset over the ocean.	a	b	c	d	e	entailment
226	a	b	d	e	f	g	h	Two men stand beneath a tree as they watch the sunset over the ocean.	Two men stand beneath a oak as they watch the sunset over the ocean.	a	b	c	d	e	neutral
227	a	b	d	e	f	g	h	Two men stand beneath a oak as they watch the sunset over the ocean.	Two men stand beneath a tree as they watch the sunset over the ocean.	a	b	c	d	e	entailment
228	a	b	d	e	f	g	h	Two men stand beneath a tree as they watch the sunset over the ocean.	Two men stand beneath a magnolia as they watch the sunset over the ocean.	a	b	c	d	e	neutral
229	a	b	d	e	f	g	h	Two men stand beneath a magnolia as they watch the sunset over the ocean.	Two men stand beneath a tree as they watch the sunset over the ocean.	a	b	c	d	e	entailment
230	a	b	d	e	f	g	h	Two men stand beneath a tree as they watch the sunset over the ocean.	Two men stand beneath a fir as they watch the sunset over the ocean.	a	b	c	d	e	neutral
231	a	b	d	e	f	g	h	Two men stand beneath a fir as they watch the sunset over the ocean.	Two men stand beneath a tree as they watch the sunset over the ocean.	a	b	c	d	e	entailment
232	a	b	d	e	f	g	h	Two men stand beneath a tree as they watch the sunset over the ocean.	Two men stand beneath a sycamore as they watch the sunset over the ocean.	a	b	c	d	e	neutral
233	a	b	d	e	f	g	h	Two men stand beneath a sycamore as they watch the sunset over the ocean.	Two men stand beneath a tree as they watch the sunset over the ocean.	a	b	c	d	e	entailment
234	a	b	d	e	f	g	h	An elderly man is sitting on a bench with his foot propped up on a tree.	An elderly man is sitting on a bench with his foot propped up on a plant.	a	b	c	d	e	entailment
235	a	b	d	e	f	g	h	An elderly man is sitting on a bench with his foot propped up on a plant.	An elderly man is sitting on a bench with his foot propped up on a tree.	a	b	c	d	e	neutral
236	a	b	d	e	f	g	h	An elderly man is sitting on a bench with his foot propped up on a tree.	An elderly man is sitting on a bench with his foot propped up on a magnolia.	a	b	c	d	e	neutral
237	a	b	d	e	f	g	h	An elderly man is sitting on a bench with his foot propped up on a magnolia.	An elderly man is sitting on a bench with his foot propped up on a tree.	a	b	c	d	e	entailment
238	a	b	d	e	f	g	h	An elderly man is sitting on a bench with his foot propped up on a tree.	An elderly man is sitting on a bench with his foot propped up on a cypress.	a	b	c	d	e	neutral
239	a	b	d	e	f	g	h	An elderly man is sitting on a bench with his foot propped up on a cypress.	An elderly man is sitting on a bench with his foot propped up on a tree.	a	b	c	d	e	entailment
240	a	b	d	e	f	g	h	An elderly man is sitting on a bench with his foot propped up on a tree.	An elderly man is sitting on a bench with his foot propped up on a cedar.	a	b	c	d	e	neutral
241	a	b	d	e	f	g	h	An elderly man is sitting on a bench with his foot propped up on a cedar.	An elderly man is sitting on a bench with his foot propped up on a tree.	a	b	c	d	e	entailment
242	a	b	d	e	f	g	h	An elderly man is sitting on a bench with his foot propped up on a tree.	An elderly man is sitting on a bench with his foot propped up on a sycamore.	a	b	c	d	e	neutral
243	a	b	d	e	f	g	h	An elderly man is sitting on a bench with his foot propped up on a sycamore.	An elderly man is sitting on a bench with his foot propped up on a tree.	a	b	c	d	e	entailment
244	a	b	d	e	f	g	h	An elderly man is sitting on a bench with his foot propped up on a tree.	An elderly man is sitting on a bench with his foot propped up on a elm.	a	b	c	d	e	neutral
245	a	b	d	e	f	g	h	An elderly man is sitting on a bench with his foot propped up on a elm.	An elderly man is sitting on a bench with his foot propped up on a tree.	a	b	c	d	e	entailment
246	a	b	d	e	f	g	h	An elderly man is sitting on a bench with his foot propped up on a tree.	An elderly man is sitting on a bench with his foot propped up on a willow.	a	b	c	d	e	neutral
247	a	b	d	e	f	g	h	An elderly man is sitting on a bench with his foot propped up on a willow.	An elderly man is sitting on a bench with his foot propped up on a tree.	a	b	c	d	e	entailment
248	a	b	d	e	f	g	h	An elderly man is sitting on a bench with his foot propped up on a tree.	An elderly man is sitting on a bench with his foot propped up on a maple.	a	b	c	d	e	neutral
249	a	b	d	e	f	g	h	An elderly man is sitting on a bench with his foot propped up on a maple.	An elderly man is sitting on a bench with his foot propped up on a tree.	a	b	c	d	e	entailment
250	a	b	d	e	f	g	h	A boy swinging or holding an axe.	A boy swinging or holding an tool.	a	b	c	d	e	entailment
251	a	b	d	e	f	g	h	A boy swinging or holding an tool.	A boy swinging or holding an axe.	a	b	c	d	e	neutral
252	a	b	d	e	f	g	h	A choir is singing with a conductor guiding a symphony in a roman style building in front of a large gold statue of a woman and a snake.	A choir is singing with a conductor guiding a symphony in a roman style building in front of a large gold statue of a woman and a reptile.	a	b	c	d	e	entailment
253	a	b	d	e	f	g	h	A choir is singing with a conductor guiding a symphony in a roman style building in front of a large gold statue of a woman and a reptile.	A choir is singing with a conductor guiding a symphony in a roman style building in front of a large gold statue of a woman and a snake.	a	b	c	d	e	neutral
254	a	b	d	e	f	g	h	A choir is singing with a conductor guiding a symphony in a roman style building in front of a large gold statue of a woman and a snake.	A choir is singing with a conductor guiding a symphony in a roman style building in front of a large gold statue of a woman and a animal.	a	b	c	d	e	entailment
255	a	b	d	e	f	g	h	A choir is singing with a conductor guiding a symphony in a roman style building in front of a large gold statue of a woman and a animal.	A choir is singing with a conductor guiding a symphony in a roman style building in front of a large gold statue of a woman and a snake.	a	b	c	d	e	neutral
256	a	b	d	e	f	g	h	A choir is singing with a conductor guiding a symphony in a roman style building in front of a large gold statue of a woman and a snake.	A choir is singing with a conductor guiding a symphony in a roman style building in front of a large gold statue of a woman and a python.	a	b	c	d	e	neutral
257	a	b	d	e	f	g	h	A choir is singing with a conductor guiding a symphony in a roman style building in front of a large gold statue of a woman and a python.	A choir is singing with a conductor guiding a symphony in a roman style building in front of a large gold statue of a woman and a snake.	a	b	c	d	e	entailment
258	a	b	d	e	f	g	h	A choir is singing with a conductor guiding a symphony in a roman style building in front of a large gold statue of a woman and a snake.	A choir is singing with a conductor guiding a symphony in a roman style building in front of a large gold statue of a woman and a boa.	a	b	c	d	e	neutral
259	a	b	d	e	f	g	h	A choir is singing with a conductor guiding a symphony in a roman style building in front of a large gold statue of a woman and a boa.	A choir is singing with a conductor guiding a symphony in a roman style building in front of a large gold statue of a woman and a snake.	a	b	c	d	e	entailment
260	a	b	d	e	f	g	h	A choir is singing with a conductor guiding a symphony in a roman style building in front of a large gold statue of a woman and a snake.	A choir is singing with a conductor guiding a symphony in a roman style building in front of a large gold statue of a woman and a cobra.	a	b	c	d	e	neutral
261	a	b	d	e	f	g	h	A choir is singing with a conductor guiding a symphony in a roman style building in front of a large gold statue of a woman and a cobra.	A choir is singing with a conductor guiding a symphony in a roman style building in front of a large gold statue of a woman and a snake.	a	b	c	d	e	entailment
262	a	b	d	e	f	g	h	A view of a park during the daytime with large skyscrapers in the background.	A view of a park during the daytime with large buildings in the background.	a	b	c	d	e	entailment
263	a	b	d	e	f	g	h	A view of a park during the daytime with large buildings in the background.	A view of a park during the daytime with large skyscrapers in the background.	a	b	c	d	e	neutral
264	a	b	d	e	f	g	h	A view of a park during the daytime with large skyscrapers in the background.	A view of a park during the daytime with large structures in the background.	a	b	c	d	e	entailment
265	a	b	d	e	f	g	h	A view of a park during the daytime with large structures in the background.	A view of a park during the daytime with large skyscrapers in the background.	a	b	c	d	e	neutral
266	a	b	d	e	f	g	h	a man wearing a brown shirt throwing the basketball into the basket.	a man wearing a brown shirt throwing the ball into the basket.	a	b	c	d	e	entailment
267	a	b	d	e	f	g	h	a man wearing a brown shirt throwing the ball into the basket.	a man wearing a brown shirt throwing the basketball into the basket.	a	b	c	d	e	neutral
268	a	b	d	e	f	g	h	This is a young guy reaching for a falcon on a perch.	This is a young guy reaching for a bird on a perch.	a	b	c	d	e	entailment
269	a	b	d	e	f	g	h	This is a young guy reaching for a bird on a perch.	This is a young guy reaching for a falcon on a perch.	a	b	c	d	e	neutral
270	a	b	d	e	f	g	h	A man in a black t-shirt is standing in front of a book shelf.	A adult in a black t-shirt is standing in front of a book shelf.	a	b	c	d	e	entailment
271	a	b	d	e	f	g	h	A adult in a black t-shirt is standing in front of a book shelf.	A man in a black t-shirt is standing in front of a book shelf.	a	b	c	d	e	neutral
272	a	b	d	e	f	g	h	A man in a black t-shirt is standing in front of a book shelf.	A individual in a black t-shirt is standing in front of a book shelf.	a	b	c	d	e	entailment
273	a	b	d	e	f	g	h	A individual in a black t-shirt is standing in front of a book shelf.	A man in a black t-shirt is standing in front of a book shelf.	a	b	c	d	e	neutral
274	a	b	d	e	f	g	h	A man in a black t-shirt is standing in front of a book shelf.	A widower in a black t-shirt is standing in front of a book shelf.	a	b	c	d	e	neutral
275	a	b	d	e	f	g	h	A widower in a black t-shirt is standing in front of a book shelf.	A man in a black t-shirt is standing in front of a book shelf.	a	b	c	d	e	entailment
276	a	b	d	e	f	g	h	A man in a black t-shirt is standing in front of a book shelf.	A hunk in a black t-shirt is standing in front of a book shelf.	a	b	c	d	e	neutral
277	a	b	d	e	f	g	h	A hunk in a black t-shirt is standing in front of a book shelf.	A man in a black t-shirt is standing in front of a book shelf.	a	b	c	d	e	entailment
278	a	b	d	e	f	g	h	A man in a black t-shirt is standing in front of a book shelf.	A geezer in a black t-shirt is standing in front of a book shelf.	a	b	c	d	e	neutral
279	a	b	d	e	f	g	h	A geezer in a black t-shirt is standing in front of a book shelf.	A man in a black t-shirt is standing in front of a book shelf.	a	b	c	d	e	entailment
280	a	b	d	e	f	g	h	A man in a black t-shirt is standing in front of a book shelf.	A bachelor in a black t-shirt is standing in front of a book shelf.	a	b	c	d	e	neutral
281	a	b	d	e	f	g	h	A bachelor in a black t-shirt is standing in front of a book shelf.	A man in a black t-shirt is standing in front of a book shelf.	a	b	c	d	e	entailment
282	a	b	d	e	f	g	h	A young woman is drinking a beer while dressing in a pageant costume which includes lots of pink feathers and beads.	A young adult is drinking a beer while dressing in a pageant costume which includes lots of pink feathers and beads.	a	b	c	d	e	entailment
283	a	b	d	e	f	g	h	A young adult is drinking a beer while dressing in a pageant costume which includes lots of pink feathers and beads.	A young woman is drinking a beer while dressing in a pageant costume which includes lots of pink feathers and beads.	a	b	c	d	e	neutral
284	a	b	d	e	f	g	h	A young woman is drinking a beer while dressing in a pageant costume which includes lots of pink feathers and beads.	A young person is drinking a beer while dressing in a pageant costume which includes lots of pink feathers and beads.	a	b	c	d	e	entailment
285	a	b	d	e	f	g	h	A young person is drinking a beer while dressing in a pageant costume which includes lots of pink feathers and beads.	A young woman is drinking a beer while dressing in a pageant costume which includes lots of pink feathers and beads.	a	b	c	d	e	neutral
286	a	b	d	e	f	g	h	A young woman is drinking a beer while dressing in a pageant costume which includes lots of pink feathers and beads.	A young widow is drinking a beer while dressing in a pageant costume which includes lots of pink feathers and beads.	a	b	c	d	e	neutral
287	a	b	d	e	f	g	h	A young widow is drinking a beer while dressing in a pageant costume which includes lots of pink feathers and beads.	A young woman is drinking a beer while dressing in a pageant costume which includes lots of pink feathers and beads.	a	b	c	d	e	entailment
288	a	b	d	e	f	g	h	A young woman is drinking a beer while dressing in a pageant costume which includes lots of pink feathers and beads.	A young ex-wife is drinking a beer while dressing in a pageant costume which includes lots of pink feathers and beads.	a	b	c	d	e	neutral
289	a	b	d	e	f	g	h	A young ex-wife is drinking a beer while dressing in a pageant costume which includes lots of pink feathers and beads.	A young woman is drinking a beer while dressing in a pageant costume which includes lots of pink feathers and beads.	a	b	c	d	e	entailment
290	a	b	d	e	f	g	h	A young woman is drinking a beer while dressing in a pageant costume which includes lots of pink feathers and beads.	A young maid is drinking a beer while dressing in a pageant costume which includes lots of pink feathers and beads.	a	b	c	d	e	neutral
291	a	b	d	e	f	g	h	A young maid is drinking a beer while dressing in a pageant costume which includes lots of pink feathers and beads.	A young woman is drinking a beer while dressing in a pageant costume which includes lots of pink feathers and beads.	a	b	c	d	e	entailment
292	a	b	d	e	f	g	h	A young woman is drinking a beer while dressing in a pageant costume which includes lots of pink feathers and beads.	A young girlfriend is drinking a beer while dressing in a pageant costume which includes lots of pink feathers and beads.	a	b	c	d	e	neutral
293	a	b	d	e	f	g	h	A young girlfriend is drinking a beer while dressing in a pageant costume which includes lots of pink feathers and beads.	A young woman is drinking a beer while dressing in a pageant costume which includes lots of pink feathers and beads.	a	b	c	d	e	entailment
294	a	b	d	e	f	g	h	A young woman is drinking a beer while dressing in a pageant costume which includes lots of pink feathers and beads.	A young hooker is drinking a beer while dressing in a pageant costume which includes lots of pink feathers and beads.	a	b	c	d	e	neutral
295	a	b	d	e	f	g	h	A young hooker is drinking a beer while dressing in a pageant costume which includes lots of pink feathers and beads.	A young woman is drinking a beer while dressing in a pageant costume which includes lots of pink feathers and beads.	a	b	c	d	e	entailment
296	a	b	d	e	f	g	h	A young woman is drinking a beer while dressing in a pageant costume which includes lots of pink feathers and beads.	A young granny is drinking a beer while dressing in a pageant costume which includes lots of pink feathers and beads.	a	b	c	d	e	neutral
297	a	b	d	e	f	g	h	A young granny is drinking a beer while dressing in a pageant costume which includes lots of pink feathers and beads.	A young woman is drinking a beer while dressing in a pageant costume which includes lots of pink feathers and beads.	a	b	c	d	e	entailment
298	a	b	d	e	f	g	h	A young woman is drinking a beer while dressing in a pageant costume which includes lots of pink feathers and beads.	A young housewife is drinking a beer while dressing in a pageant costume which includes lots of pink feathers and beads.	a	b	c	d	e	neutral
299	a	b	d	e	f	g	h	A young housewife is drinking a beer while dressing in a pageant costume which includes lots of pink feathers and beads.	A young woman is drinking a beer while dressing in a pageant costume which includes lots of pink feathers and beads.	a	b	c	d	e	entailment
300	a	b	d	e	f	g	h	A young woman is drinking a beer while dressing in a pageant costume which includes lots of pink feathers and beads.	A young whore is drinking a beer while dressing in a pageant costume which includes lots of pink feathers and beads.	a	b	c	d	e	neutral
301	a	b	d	e	f	g	h	A young whore is drinking a beer while dressing in a pageant costume which includes lots of pink feathers and beads.	A young woman is drinking a beer while dressing in a pageant costume which includes lots of pink feathers and beads.	a	b	c	d	e	entailment
302	a	b	d	e	f	g	h	A young woman is drinking a beer while dressing in a pageant costume which includes lots of pink feathers and beads.	A young mother is drinking a beer while dressing in a pageant costume which includes lots of pink feathers and beads.	a	b	c	d	e	neutral
303	a	b	d	e	f	g	h	A young mother is drinking a beer while dressing in a pageant costume which includes lots of pink feathers and beads.	A young woman is drinking a beer while dressing in a pageant costume which includes lots of pink feathers and beads.	a	b	c	d	e	entailment
304	a	b	d	e	f	g	h	A young woman is drinking a beer while dressing in a pageant costume which includes lots of pink feathers and beads.	A young bridesmaid is drinking a beer while dressing in a pageant costume which includes lots of pink feathers and beads.	a	b	c	d	e	neutral
305	a	b	d	e	f	g	h	A young bridesmaid is drinking a beer while dressing in a pageant costume which includes lots of pink feathers and beads.	A young woman is drinking a beer while dressing in a pageant costume which includes lots of pink feathers and beads.	a	b	c	d	e	entailment
306	a	b	d	e	f	g	h	A young woman is drinking a beer while dressing in a pageant costume which includes lots of pink feathers and beads.	A young nanny is drinking a beer while dressing in a pageant costume which includes lots of pink feathers and beads.	a	b	c	d	e	neutral
307	a	b	d	e	f	g	h	A young nanny is drinking a beer while dressing in a pageant costume which includes lots of pink feathers and beads.	A young woman is drinking a beer while dressing in a pageant costume which includes lots of pink feathers and beads.	a	b	c	d	e	entailment
308	a	b	d	e	f	g	h	A young female is sitting in a chair on the beach, while reading a book with her feet in the sand.	A young female is sitting in a armchair on the beach, while reading a book with her feet in the sand.	a	b	c	d	e	neutral
309	a	b	d	e	f	g	h	A young female is sitting in a armchair on the beach, while reading a book with her feet in the sand.	A young female is sitting in a chair on the beach, while reading a book with her feet in the sand.	a	b	c	d	e	entailment
310	a	b	d	e	f	g	h	A woman wearing a maroon hoodie is holding a black object as she wades through shallow water under a bridge.	A woman wearing a maroon hoodie is holding a black pot as she wades through shallow water under a bridge.	a	b	c	d	e	neutral
311	a	b	d	e	f	g	h	A woman wearing a maroon hoodie is holding a black pot as she wades through shallow water under a bridge.	A woman wearing a maroon hoodie is holding a black object as she wades through shallow water under a bridge.	a	b	c	d	e	entailment
312	a	b	d	e	f	g	h	A woman wearing a maroon hoodie is holding a black object as she wades through shallow water under a bridge.	A woman wearing a maroon hoodie is holding a black clarinet as she wades through shallow water under a bridge.	a	b	c	d	e	neutral
313	a	b	d	e	f	g	h	A woman wearing a maroon hoodie is holding a black clarinet as she wades through shallow water under a bridge.	A woman wearing a maroon hoodie is holding a black object as she wades through shallow water under a bridge.	a	b	c	d	e	entailment
314	a	b	d	e	f	g	h	A woman wearing a maroon hoodie is holding a black object as she wades through shallow water under a bridge.	A woman wearing a maroon hoodie is holding a black helmet as she wades through shallow water under a bridge.	a	b	c	d	e	neutral
315	a	b	d	e	f	g	h	A woman wearing a maroon hoodie is holding a black helmet as she wades through shallow water under a bridge.	A woman wearing a maroon hoodie is holding a black object as she wades through shallow water under a bridge.	a	b	c	d	e	entailment
316	a	b	d	e	f	g	h	A woman wearing a maroon hoodie is holding a black object as she wades through shallow water under a bridge.	A woman wearing a maroon hoodie is holding a black brush as she wades through shallow water under a bridge.	a	b	c	d	e	neutral
317	a	b	d	e	f	g	h	A woman wearing a maroon hoodie is holding a black brush as she wades through shallow water under a bridge.	A woman wearing a maroon hoodie is holding a black object as she wades through shallow water under a bridge.	a	b	c	d	e	entailment
318	a	b	d	e	f	g	h	A woman wearing a maroon hoodie is holding a black object as she wades through shallow water under a bridge.	A woman wearing a maroon hoodie is holding a black toy as she wades through shallow water under a bridge.	a	b	c	d	e	neutral
319	a	b	d	e	f	g	h	A woman wearing a maroon hoodie is holding a black toy as she wades through shallow water under a bridge.	A woman wearing a maroon hoodie is holding a black object as she wades through shallow water under a bridge.	a	b	c	d	e	entailment
320	a	b	d	e	f	g	h	A woman wearing a maroon hoodie is holding a black object as she wades through shallow water under a bridge.	A woman wearing a maroon hoodie is holding a black sweater as she wades through shallow water under a bridge.	a	b	c	d	e	neutral
321	a	b	d	e	f	g	h	A woman wearing a maroon hoodie is holding a black sweater as she wades through shallow water under a bridge.	A woman wearing a maroon hoodie is holding a black object as she wades through shallow water under a bridge.	a	b	c	d	e	entailment
322	a	b	d	e	f	g	h	A woman wearing a maroon hoodie is holding a black object as she wades through shallow water under a bridge.	A woman wearing a maroon hoodie is holding a black calculator as she wades through shallow water under a bridge.	a	b	c	d	e	neutral
323	a	b	d	e	f	g	h	A woman wearing a maroon hoodie is holding a black calculator as she wades through shallow water under a bridge.	A woman wearing a maroon hoodie is holding a black object as she wades through shallow water under a bridge.	a	b	c	d	e	entailment
324	a	b	d	e	f	g	h	A woman wearing a maroon hoodie is holding a black object as she wades through shallow water under a bridge.	A woman wearing a maroon hoodie is holding a black paintbrush as she wades through shallow water under a bridge.	a	b	c	d	e	neutral
325	a	b	d	e	f	g	h	A woman wearing a maroon hoodie is holding a black paintbrush as she wades through shallow water under a bridge.	A woman wearing a maroon hoodie is holding a black object as she wades through shallow water under a bridge.	a	b	c	d	e	entailment
326	a	b	d	e	f	g	h	A woman wearing a maroon hoodie is holding a black object as she wades through shallow water under a bridge.	A woman wearing a maroon hoodie is holding a black jacket as she wades through shallow water under a bridge.	a	b	c	d	e	neutral
327	a	b	d	e	f	g	h	A woman wearing a maroon hoodie is holding a black jacket as she wades through shallow water under a bridge.	A woman wearing a maroon hoodie is holding a black object as she wades through shallow water under a bridge.	a	b	c	d	e	entailment
328	a	b	d	e	f	g	h	A woman wearing a maroon hoodie is holding a black object as she wades through shallow water under a bridge.	A woman wearing a maroon hoodie is holding a black chair as she wades through shallow water under a bridge.	a	b	c	d	e	neutral
329	a	b	d	e	f	g	h	A woman wearing a maroon hoodie is holding a black chair as she wades through shallow water under a bridge.	A woman wearing a maroon hoodie is holding a black object as she wades through shallow water under a bridge.	a	b	c	d	e	entailment
330	a	b	d	e	f	g	h	A woman wearing a maroon hoodie is holding a black object as she wades through shallow water under a bridge.	A woman wearing a maroon hoodie is holding a black rifle as she wades through shallow water under a bridge.	a	b	c	d	e	neutral
331	a	b	d	e	f	g	h	A woman wearing a maroon hoodie is holding a black rifle as she wades through shallow water under a bridge.	A woman wearing a maroon hoodie is holding a black object as she wades through shallow water under a bridge.	a	b	c	d	e	entailment
332	a	b	d	e	f	g	h	A woman wearing a maroon hoodie is holding a black object as she wades through shallow water under a bridge.	A woman wearing a maroon hoodie is holding a black hat as she wades through shallow water under a bridge.	a	b	c	d	e	neutral
333	a	b	d	e	f	g	h	A woman wearing a maroon hoodie is holding a black hat as she wades through shallow water under a bridge.	A woman wearing a maroon hoodie is holding a black object as she wades through shallow water under a bridge.	a	b	c	d	e	entailment
334	a	b	d	e	f	g	h	A woman wearing a maroon hoodie is holding a black object as she wades through shallow water under a bridge.	A woman wearing a maroon hoodie is holding a black cane as she wades through shallow water under a bridge.	a	b	c	d	e	neutral
335	a	b	d	e	f	g	h	A woman wearing a maroon hoodie is holding a black cane as she wades through shallow water under a bridge.	A woman wearing a maroon hoodie is holding a black object as she wades through shallow water under a bridge.	a	b	c	d	e	entailment
336	a	b	d	e	f	g	h	A woman wearing a maroon hoodie is holding a black object as she wades through shallow water under a bridge.	A woman wearing a maroon hoodie is holding a black box as she wades through shallow water under a bridge.	a	b	c	d	e	neutral
337	a	b	d	e	f	g	h	A woman wearing a maroon hoodie is holding a black box as she wades through shallow water under a bridge.	A woman wearing a maroon hoodie is holding a black object as she wades through shallow water under a bridge.	a	b	c	d	e	entailment
338	a	b	d	e	f	g	h	A woman wearing a maroon hoodie is holding a black object as she wades through shallow water under a bridge.	A woman wearing a maroon hoodie is holding a black snowboard as she wades through shallow water under a bridge.	a	b	c	d	e	neutral
339	a	b	d	e	f	g	h	A woman wearing a maroon hoodie is holding a black snowboard as she wades through shallow water under a bridge.	A woman wearing a maroon hoodie is holding a black object as she wades through shallow water under a bridge.	a	b	c	d	e	entailment
