index	promptID	pairID	genre	sentence1_binary_parse	sentence2_binary_parse	sentence1_parse	sentence2_parse	sentence1	sentence2	label1	label2	label3	label4	label5	gold_label 
831	a	b	c	d	e	f	g	h	Three men wait for their doctor in India.	Three men wait for their doctor in Thailand.	a	b	c	d	e	contradiction
832	a	b	c	d	e	f	g	h	Indian men painting artsy creations in a painting facility.	Thai men painting artsy creations in a painting facility.	a	b	c	d	e	contradiction
833	a	b	c	d	e	f	g	h	Indian men painting artsy creations in a painting facility.	South Korean men painting artsy creations in a painting facility.	a	b	c	d	e	contradiction
834	a	b	c	d	e	f	g	h	Indian men painting artsy creations in a painting facility.	Indonesian men painting artsy creations in a painting facility.	a	b	c	d	e	contradiction
835	a	b	c	d	e	f	g	h	Indian men painting artsy creations in a painting facility.	Vietnamese men painting artsy creations in a painting facility.	a	b	c	d	e	contradiction
836	a	b	c	d	e	f	g	h	Indian men painting artsy creations in a painting facility.	North Korean men painting artsy creations in a painting facility.	a	b	c	d	e	contradiction
837	a	b	c	d	e	f	g	h	A dark-skinned young girl is having her sneakers polished by a shoeshine boy in India.	A dark-skinned young girl is having her sneakers polished by a shoeshine boy in Singapore.	a	b	c	d	e	contradiction
838	a	b	c	d	e	f	g	h	A dark-skinned young girl is having her sneakers polished by a shoeshine boy in India.	A dark-skinned young girl is having her sneakers polished by a shoeshine boy in North Korea.	a	b	c	d	e	contradiction
839	a	b	c	d	e	f	g	h	A dark-skinned young girl is having her sneakers polished by a shoeshine boy in India.	A dark-skinned young girl is having her sneakers polished by a shoeshine boy in Malaysia.	a	b	c	d	e	contradiction
840	a	b	c	d	e	f	g	h	A dark-skinned young girl is having her sneakers polished by a shoeshine boy in India.	A dark-skinned young girl is having her sneakers polished by a shoeshine boy in Vietnam.	a	b	c	d	e	contradiction
841	a	b	c	d	e	f	g	h	A dark-skinned young girl is having her sneakers polished by a shoeshine boy in India.	A dark-skinned young girl is having her sneakers polished by a shoeshine boy in Thailand.	a	b	c	d	e	contradiction
842	a	b	c	d	e	f	g	h	A little girl wearing pink cooking with her mom inside a resturant.	A small girl wearing pink cooking with her mom inside a resturant.	a	b	c	d	e	entailment
843	a	b	c	d	e	f	g	h	A little girl wearing pink cooking with her mom inside a resturant.	A little boy wearing pink cooking with her mom inside a resturant.	a	b	c	d	e	contradiction
844	a	b	c	d	e	f	g	h	A little girl wearing pink cooking with her mom inside a resturant.	A tiny girl wearing pink cooking with her mom inside a resturant.	a	b	c	d	e	entailment
845	a	b	c	d	e	f	g	h	A little girl wearing pink cooking with her mom inside a resturant.	A little girl wearing pink cooking with her mother inside a resturant.	a	b	c	d	e	entailment
846	a	b	c	d	e	f	g	h	A man dressed in a flowing robe and sandals is standing on a stone floor amidst some columns with ancient etchings.	A man dressed in a flowing robe and sandals is standing on a bronze floor amidst some columns with ancient etchings.	a	b	c	d	e	contradiction
847	a	b	c	d	e	f	g	h	A man dressed in a flowing robe and sandals is standing on a stone floor amidst some columns with ancient etchings.	A man dressed in a flowing robe and sandals is standing on a glass floor amidst some columns with ancient etchings.	a	b	c	d	e	contradiction
848	a	b	c	d	e	f	g	h	A man dressed in a flowing robe and sandals is standing on a stone floor amidst some columns with ancient etchings.	A man dressed in a flowing robe and sandals is standing on a cement floor amidst some columns with ancient etchings.	a	b	c	d	e	contradiction
849	a	b	c	d	e	f	g	h	A man dressed in a flowing robe and sandals is standing on a stone floor amidst some columns with ancient etchings.	A man dressed in a flowing robe and sandals is standing on a wood floor amidst some columns with ancient etchings.	a	b	c	d	e	contradiction
850	a	b	c	d	e	f	g	h	A man dressed in a flowing robe and sandals is standing on a stone floor amidst some columns with ancient etchings.	A man dressed in a flowing robe and sandals is standing on a sand floor amidst some columns with ancient etchings.	a	b	c	d	e	contradiction
851	a	b	c	d	e	f	g	h	The sun is shining on two young girls.	The sun is shining on 3 young girls.	a	b	c	d	e	contradiction
852	a	b	c	d	e	f	g	h	The sun is shining on two young girls.	The sun is shining on 6 young girls.	a	b	c	d	e	contradiction
853	a	b	c	d	e	f	g	h	The sun is shining on two young girls.	The sun is shining on two old girls.	a	b	c	d	e	contradiction
854	a	b	c	d	e	f	g	h	The sun is shining on two young girls.	The moon is shining on two young girls.	a	b	c	d	e	contradiction
855	a	b	c	d	e	f	g	h	The sun is shining on two young girls.	The sun is shining on 12 young girls.	a	b	c	d	e	contradiction
856	a	b	c	d	e	f	g	h	A group of people walk outside near some old buildings.	A group of people walk inside near some old buildings.	a	b	c	d	e	contradiction
857	a	b	c	d	e	f	g	h	A group of people walk outside near some old buildings.	A group of people walk outside far away from some old buildings.	a	b	c	d	e	contradiction
858	a	b	c	d	e	f	g	h	A group of people walk outside near some old buildings.	A group of people walk outside far from some old buildings.	a	b	c	d	e	contradiction
859	a	b	c	d	e	f	g	h	A group of people walk outside near some old buildings.	A group of people walk outside near some middle buildings.	a	b	c	d	e	contradiction
860	a	b	c	d	e	f	g	h	There is a small crowd of people in front of a building near the row of motorcycles.	There is a small crowd of people in front of a building far from the row of motorcycles.	a	b	c	d	e	contradiction
861	a	b	c	d	e	f	g	h	There is a small crowd of people in front of a building near the row of motorcycles.	There is a little crowd of people in front of a building near the row of motorcycles.	a	b	c	d	e	entailment
862	a	b	c	d	e	f	g	h	There is a small crowd of people in front of a building near the row of motorcycles.	There is a big crowd of people in front of a building near the row of motorcycles.	a	b	c	d	e	contradiction
863	a	b	c	d	e	f	g	h	There is a small crowd of people in front of a building near the row of motorcycles.	There is a small crowd of people in front of a building far away from the row of motorcycles.	a	b	c	d	e	contradiction
864	a	b	c	d	e	f	g	h	The boy is in a good mood while near the playground equipment.	The boy is in a dark mood while near the playground equipment.	a	b	c	d	e	contradiction
865	a	b	c	d	e	f	g	h	The boy is in a good mood while near the playground equipment.	The boy is in a good mood while far away from the playground equipment.	a	b	c	d	e	contradiction
866	a	b	c	d	e	f	g	h	The boy is in a good mood while near the playground equipment.	The boy is in a negative mood while near the playground equipment.	a	b	c	d	e	contradiction
867	a	b	c	d	e	f	g	h	The boy is in a good mood while near the playground equipment.	The boy is in a sad mood while near the playground equipment.	a	b	c	d	e	contradiction
868	a	b	c	d	e	f	g	h	The boy is in a good mood while near the playground equipment.	The boy is in a good mood while far from the playground equipment.	a	b	c	d	e	contradiction
869	a	b	c	d	e	f	g	h	A man selling fresh concessions under a green umbrella.	A man selling fresh concessions under a pink umbrella.	a	b	c	d	e	contradiction
870	a	b	c	d	e	f	g	h	A man selling fresh concessions under a green umbrella.	A woman selling fresh concessions under a green umbrella.	a	b	c	d	e	contradiction
871	a	b	c	d	e	f	g	h	A man selling fresh concessions under a green umbrella.	A man buying fresh concessions under a green umbrella.	a	b	c	d	e	contradiction
872	a	b	c	d	e	f	g	h	A man selling fresh concessions under a green umbrella.	A man selling fresh concessions under a blue umbrella.	a	b	c	d	e	contradiction
873	a	b	c	d	e	f	g	h	A man selling fresh concessions under a green umbrella.	A man selling fresh concessions under a yellow umbrella.	a	b	c	d	e	contradiction
874	a	b	c	d	e	f	g	h	A man with a blue jacket and a woman wearing a black jacket are standing near a large statue and looking at a body of water and bridges in the distance under a quarter moon.	A man with a blue jacket and a woman wearing a black jacket are standing near a large statue and looking at a body of water and bridges in the distance under a quarter sun.	a	b	c	d	e	contradiction
875	a	b	c	d	e	f	g	h	A man with a blue jacket and a woman wearing a black jacket are standing near a large statue and looking at a body of water and bridges in the distance under a quarter moon.	A man with a pink jacket and a woman wearing a black jacket are standing near a large statue and looking at a body of water and bridges in the distance under a quarter moon.	a	b	c	d	e	contradiction
876	a	b	c	d	e	f	g	h	A man with a blue jacket and a woman wearing a black jacket are standing near a large statue and looking at a body of water and bridges in the distance under a quarter moon.	A man with a black jacket and a woman wearing a black jacket are standing near a large statue and looking at a body of water and bridges in the distance under a quarter moon.	a	b	c	d	e	contradiction
877	a	b	c	d	e	f	g	h	A man with a blue jacket and a woman wearing a black jacket are standing near a large statue and looking at a body of water and bridges in the distance under a quarter moon.	A man with a purple jacket and a woman wearing a black jacket are standing near a large statue and looking at a body of water and bridges in the distance under a quarter moon.	a	b	c	d	e	contradiction
878	a	b	c	d	e	f	g	h	A man with a blue jacket and a woman wearing a black jacket are standing near a large statue and looking at a body of water and bridges in the distance under a quarter moon.	A man with a blue jacket and a woman wearing a pink jacket are standing near a large statue and looking at a body of water and bridges in the distance under a quarter moon.	a	b	c	d	e	contradiction
879	a	b	c	d	e	f	g	h	A picture of two children reading.	A picture of seven children reading.	a	b	c	d	e	contradiction
880	a	b	c	d	e	f	g	h	A picture of two children reading.	A picture of ten children reading.	a	b	c	d	e	contradiction
881	a	b	c	d	e	f	g	h	A picture of two children reading.	A picture of twelve children reading.	a	b	c	d	e	contradiction
882	a	b	c	d	e	f	g	h	A picture of two children reading.	A picture of nine children reading.	a	b	c	d	e	contradiction
883	a	b	c	d	e	f	g	h	A picture of two children reading.	A picture of eleven children reading.	a	b	c	d	e	contradiction
884	a	b	c	d	e	f	g	h	The girl is part of a protest against the communist, Chinese government.	The girl is part of a protest against the communist, Indonesian government.	a	b	c	d	e	contradiction
885	a	b	c	d	e	f	g	h	The girl is part of a protest against the communist, Chinese government.	The girl is part of a protest against the communist, Indians government.	a	b	c	d	e	contradiction
886	a	b	c	d	e	f	g	h	The girl is part of a protest against the communist, Chinese government.	The girl is part of a protest against the communist, South Korean government.	a	b	c	d	e	contradiction
887	a	b	c	d	e	f	g	h	The girl is part of a protest against the communist, Chinese government.	The girl is part of a protest against the communist, North Korean government.	a	b	c	d	e	contradiction
888	a	b	c	d	e	f	g	h	The girl is part of a protest against the communist, Chinese government.	The girl is part of a protest against the communist, Thai government.	a	b	c	d	e	contradiction
889	a	b	c	d	e	f	g	h	Two girls and two boys of school age have stopped on the beach, near the waters edge and while an adult woman looks on are looking at a clear display case one girl holds.	Two girls and 7 boys of school age have stopped on the beach, near the waters edge and while an adult woman looks on are looking at a clear display case one girl holds.	a	b	c	d	e	contradiction
890	a	b	c	d	e	f	g	h	Two girls and two boys of school age have stopped on the beach, near the waters edge and while an adult woman looks on are looking at a clear display case one girl holds.	Two girls and two boys of school age have stopped on the beach, far away from the waters edge and while an adult woman looks on are looking at a clear display case one girl holds.	a	b	c	d	e	contradiction
891	a	b	c	d	e	f	g	h	Two girls and two boys of school age have stopped on the beach, near the waters edge and while an adult woman looks on are looking at a clear display case one girl holds.	Two girls and two boys of school age have stopped on the beach, far from the waters edge and while an adult woman looks on are looking at a clear display case one girl holds.	a	b	c	d	e	contradiction
892	a	b	c	d	e	f	g	h	Two girls and two boys of school age have stopped on the beach, near the waters edge and while an adult woman looks on are looking at a clear display case one girl holds.	Two girls and eight boys of school age have stopped on the beach, near the waters edge and while an adult woman looks on are looking at a clear display case one girl holds.	a	b	c	d	e	contradiction
893	a	b	c	d	e	f	g	h	Two girls and two boys of school age have stopped on the beach, near the waters edge and while an adult woman looks on are looking at a clear display case one girl holds.	Two girls and seven boys of school age have stopped on the beach, near the waters edge and while an adult woman looks on are looking at a clear display case one girl holds.	a	b	c	d	e	contradiction
894	a	b	c	d	e	f	g	h	A man wearing a colorful shirt is sitting with a plastic bucket on a wooden raft-type structure in brownish water with a canoe nearby, very close to the shore which is covered with greenery.	A man wearing a colorful shirt is sitting with a plastic bucket on a wooden raft-type structure in brownish water with a canoe nearby, very near the shore which is covered with greenery.	a	b	c	d	e	entailment
895	a	b	c	d	e	f	g	h	A man wearing a colorful shirt is sitting with a plastic bucket on a wooden raft-type structure in brownish water with a canoe nearby, very close to the shore which is covered with greenery.	A man wearing a colorful shirt is sitting with a plastic bucket on a wooden raft-type structure in brownish water with a canoe nearby, very far from the shore which is covered with greenery.	a	b	c	d	e	contradiction
896	a	b	c	d	e	f	g	h	A man wearing a colorful shirt is sitting with a plastic bucket on a wooden raft-type structure in brownish water with a canoe nearby, very close to the shore which is covered with greenery.	A woman wearing a colorful shirt is sitting with a plastic bucket on a wooden raft-type structure in brownish water with a canoe nearby, very close to the shore which is covered with greenery.	a	b	c	d	e	contradiction
897	a	b	c	d	e	f	g	h	A man wearing a colorful shirt is sitting with a plastic bucket on a wooden raft-type structure in brownish water with a canoe nearby, very close to the shore which is covered with greenery.	A man wearing a colorful shirt is sitting with a plastic bucket on a wooden raft-type structure in brownish water with a canoe nearby, very far away from the shore which is covered with greenery.	a	b	c	d	e	contradiction
898	a	b	c	d	e	f	g	h	The man is helping the other man start a gymnastic trick.	The man is helping the same man start a gymnastic trick.	a	b	c	d	e	contradiction
899	a	b	c	d	e	f	g	h	The man is helping the other man start a gymnastic trick.	The man is helping the familiar man start a gymnastic trick.	a	b	c	d	e	contradiction
900	a	b	c	d	e	f	g	h	The man is helping the other man start a gymnastic trick.	The man is helping the other man end a gymnastic trick.	a	b	c	d	e	contradiction
901	a	b	c	d	e	f	g	h	A young boy takes the first step onto Mars.	A young boy takes the thirteenth step onto Mars.	a	b	c	d	e	contradiction
902	a	b	c	d	e	f	g	h	A young boy takes the first step onto Mars.	A young girl takes the first step onto Mars.	a	b	c	d	e	contradiction
903	a	b	c	d	e	f	g	h	A young boy takes the first step onto Mars.	A young boy takes the first step onto Earth.	a	b	c	d	e	contradiction
904	a	b	c	d	e	f	g	h	A young boy takes the first step onto Mars.	A young boy takes the 2nd step onto Mars.	a	b	c	d	e	contradiction
905	a	b	c	d	e	f	g	h	A young boy takes the first step onto Mars.	A young boy takes the second step onto Mars.	a	b	c	d	e	contradiction
906	a	b	c	d	e	f	g	h	This girl is running in the direction of her lover, whom she just saw for the first time in over a week.	This girl is running in the direction of her lover, whom she just saw for the twentieth time in over a week.	a	b	c	d	e	contradiction
907	a	b	c	d	e	f	g	h	This girl is running in the direction of her lover, whom she just saw for the first time in over a week.	This girl is running in the direction of her lover, whom she just saw for the 30th time in over a week.	a	b	c	d	e	contradiction
908	a	b	c	d	e	f	g	h	This girl is running in the direction of her lover, whom she just saw for the first time in over a week.	This girl is running in the direction of her lover, whom she just saw for the 40th time in over a week.	a	b	c	d	e	contradiction
909	a	b	c	d	e	f	g	h	This girl is running in the direction of her lover, whom she just saw for the first time in over a week.	This girl is running in the direction of her lover, whom she just saw for the sixteenth time in over a week.	a	b	c	d	e	contradiction
910	a	b	c	d	e	f	g	h	This girl is running in the direction of her lover, whom she just saw for the first time in over a week.	This girl is running in the direction of her lover, whom she just saw for the 100th time in over a week.	a	b	c	d	e	contradiction
911	a	b	c	d	e	f	g	h	two men are on a plane	eight men are on a plane	a	b	c	d	e	contradiction
912	a	b	c	d	e	f	g	h	two men are on a plane	9 men are on a plane	a	b	c	d	e	contradiction
913	a	b	c	d	e	f	g	h	two men are on a plane	5 men are on a plane	a	b	c	d	e	contradiction
914	a	b	c	d	e	f	g	h	two men are on a plane	11 men are on a plane	a	b	c	d	e	contradiction
915	a	b	c	d	e	f	g	h	two men are on a plane	eleven men are on a plane	a	b	c	d	e	contradiction
916	a	b	c	d	e	f	g	h	The man was in danger of riding his bike too close to the cars on the street.	The man was in danger of riding his bike too close to the cars on the road.	a	b	c	d	e	entailment
917	a	b	c	d	e	f	g	h	The man was in danger of riding his bike too close to the cars on the street.	The man was in danger of riding his bike too far from the cars on the street.	a	b	c	d	e	contradiction
918	a	b	c	d	e	f	g	h	The man was in danger of riding his bike too close to the cars on the street.	The man was in danger of riding his bike too far away from the cars on the street.	a	b	c	d	e	contradiction
919	a	b	c	d	e	f	g	h	The man was in danger of riding his bike too close to the cars on the street.	The man was in danger of riding his bike too near the cars on the street.	a	b	c	d	e	entailment
920	a	b	c	d	e	f	g	h	The three young men are smiling and laughing while drinking beer.	The three young men are smiling and laughing while drinking whisky.	a	b	c	d	e	contradiction
921	a	b	c	d	e	f	g	h	The three young men are smiling and laughing while drinking beer.	The three young men are smiling and laughing while drinking tequila.	a	b	c	d	e	contradiction
922	a	b	c	d	e	f	g	h	The three young men are smiling and laughing while drinking beer.	The three young men are smiling and laughing while drinking gin.	a	b	c	d	e	contradiction
923	a	b	c	d	e	f	g	h	The three young men are smiling and laughing while drinking beer.	The three young men are smiling and laughing while drinking champagne.	a	b	c	d	e	contradiction
924	a	b	c	d	e	f	g	h	The three young men are smiling and laughing while drinking beer.	The three young men are smiling and laughing while drinking vodka.	a	b	c	d	e	contradiction
925	a	b	c	d	e	f	g	h	An Indian man making t-shirt inside of a shop.	A Vietnamese man making t-shirt inside of a shop.	a	b	c	d	e	contradiction
926	a	b	c	d	e	f	g	h	An Indian man making t-shirt inside of a shop.	A Thai man making t-shirt inside of a shop.	a	b	c	d	e	contradiction
927	a	b	c	d	e	f	g	h	An Indian man making t-shirt inside of a shop.	A North Korean man making t-shirt inside of a shop.	a	b	c	d	e	contradiction
928	a	b	c	d	e	f	g	h	An Indian man making t-shirt inside of a shop.	A South Korean man making t-shirt inside of a shop.	a	b	c	d	e	contradiction
929	a	b	c	d	e	f	g	h	An Indian man making t-shirt inside of a shop.	An Indonesian man making t-shirt inside of a shop.	a	b	c	d	e	contradiction
930	a	b	c	d	e	f	g	h	A little girl crys in a woman's arms as she walks down the street.	A tiny girl crys in a woman's arms as she walks down the street.	a	b	c	d	e	entailment
931	a	b	c	d	e	f	g	h	A little girl crys in a woman's arms as she walks down the street.	A small girl crys in a woman's arms as she walks down the street.	a	b	c	d	e	entailment
932	a	b	c	d	e	f	g	h	A little girl crys in a woman's arms as she walks down the street.	A large girl crys in a woman's arms as she walks down the street.	a	b	c	d	e	contradiction
933	a	b	c	d	e	f	g	h	A little girl crys in a woman's arms as she walks down the street.	A giant girl crys in a woman's arms as she walks down the street.	a	b	c	d	e	contradiction
934	a	b	c	d	e	f	g	h	A little girl crys in a woman's arms as she walks down the street.	A little girl crys in a woman's arms as she walks down the road.	a	b	c	d	e	entailment
935	a	b	c	d	e	f	g	h	A man is buried in the sand so deep that only his face is showing.	A man is buried in the glass so deep that only his face is showing.	a	b	c	d	e	contradiction
936	a	b	c	d	e	f	g	h	Three males are drinking beer.	Three males are drinking cider.	a	b	c	d	e	contradiction
937	a	b	c	d	e	f	g	h	Three males are drinking beer.	Three males are drinking champagne.	a	b	c	d	e	contradiction
938	a	b	c	d	e	f	g	h	Three males are drinking beer.	Three males are drinking vodka.	a	b	c	d	e	contradiction
939	a	b	c	d	e	f	g	h	Three males are drinking beer.	Three males are drinking whisky.	a	b	c	d	e	contradiction
940	a	b	c	d	e	f	g	h	Three males are drinking beer.	Three males are drinking gin.	a	b	c	d	e	contradiction
941	a	b	c	d	e	f	g	h	A boy in a blue hat and shorts is walking through a brick structure.	A boy in a purple hat and shorts is walking through a brick structure.	a	b	c	d	e	contradiction
942	a	b	c	d	e	f	g	h	A boy in a blue hat and shorts is walking through a brick structure.	A boy in a pink hat and shorts is walking through a brick structure.	a	b	c	d	e	contradiction
943	a	b	c	d	e	f	g	h	A boy in a blue hat and shorts is walking through a brick structure.	A boy in a brown hat and shorts is walking through a brick structure.	a	b	c	d	e	contradiction
944	a	b	c	d	e	f	g	h	A boy in a blue hat and shorts is walking through a brick structure.	A boy in an orange hat and shorts is walking through a brick structure.	a	b	c	d	e	contradiction
945	a	b	c	d	e	f	g	h	A boy in a blue hat and shorts is walking through a brick structure.	A boy in a grey hat and shorts is walking through a brick structure.	a	b	c	d	e	contradiction
946	a	b	c	d	e	f	g	h	A man in a kayak wearing a bib with 5 on it, paddles the kayak through the raging water near two green and white poles.	A man in a kayak wearing a bib with 5 on it, paddles the kayak through the raging water near 8 green and white poles.	a	b	c	d	e	contradiction
947	a	b	c	d	e	f	g	h	A man in a kayak wearing a bib with 5 on it, paddles the kayak through the raging water near two green and white poles.	A man in a kayak wearing a bib with 5 on it, paddles the kayak through the raging water near two green and red poles.	a	b	c	d	e	contradiction
948	a	b	c	d	e	f	g	h	A man in a kayak wearing a bib with 5 on it, paddles the kayak through the raging water near two green and white poles.	A man in a kayak wearing a bib with 5 on it, paddles the kayak through the raging water far from two green and white poles.	a	b	c	d	e	contradiction
949	a	b	c	d	e	f	g	h	A man in a kayak wearing a bib with 5 on it, paddles the kayak through the raging water near two green and white poles.	A man in a kayak wearing a bib with 5 on it, paddles the kayak through the raging water near 3 green and white poles.	a	b	c	d	e	contradiction
950	a	b	c	d	e	f	g	h	A man in a kayak wearing a bib with 5 on it, paddles the kayak through the raging water near two green and white poles.	A man in a kayak wearing a bib with 5 on it, paddles the kayak through the raging water far away from two green and white poles.	a	b	c	d	e	contradiction
951	a	b	c	d	e	f	g	h	A Chinese man is preparing food for customers at a restaurant.	A North Korean man is preparing food for customers at a restaurant.	a	b	c	d	e	contradiction
952	a	b	c	d	e	f	g	h	A Chinese man is preparing food for customers at a restaurant.	A South Korean man is preparing food for customers at a restaurant.	a	b	c	d	e	contradiction
953	a	b	c	d	e	f	g	h	A Chinese man is preparing food for customers at a restaurant.	A Vietnamese man is preparing food for customers at a restaurant.	a	b	c	d	e	contradiction
954	a	b	c	d	e	f	g	h	A Chinese man is preparing food for customers at a restaurant.	An Indonesian man is preparing food for customers at a restaurant.	a	b	c	d	e	contradiction
955	a	b	c	d	e	f	g	h	A Chinese man is preparing food for customers at a restaurant.	A Thai man is preparing food for customers at a restaurant.	a	b	c	d	e	contradiction
956	a	b	c	d	e	f	g	h	The group of people are competing to be in first place.	The group of people are competing to be in thirteenth place.	a	b	c	d	e	contradiction
957	a	b	c	d	e	f	g	h	The group of people are competing to be in first place.	The group of people are competing to be in sixteenth place.	a	b	c	d	e	contradiction
958	a	b	c	d	e	f	g	h	The group of people are competing to be in first place.	The group of people are competing to be in 16th place.	a	b	c	d	e	contradiction
959	a	b	c	d	e	f	g	h	The group of people are competing to be in first place.	The group of people are competing to be in 11th place.	a	b	c	d	e	contradiction
960	a	b	c	d	e	f	g	h	The group of people are competing to be in first place.	The group of people are competing to be in twentieth place.	a	b	c	d	e	contradiction
961	a	b	c	d	e	f	g	h	A man starts his day in India.	A man starts his day in North Korea.	a	b	c	d	e	contradiction
962	a	b	c	d	e	f	g	h	A man starts his day in India.	A man starts his day in Malaysia.	a	b	c	d	e	contradiction
963	a	b	c	d	e	f	g	h	A man starts his day in India.	A man starts his day in Thailand.	a	b	c	d	e	contradiction
964	a	b	c	d	e	f	g	h	A man starts his day in India.	A man starts his day in Vietnam.	a	b	c	d	e	contradiction
965	a	b	c	d	e	f	g	h	A man starts his day in India.	A man starts his day in Singapore.	a	b	c	d	e	contradiction
966	a	b	c	d	e	f	g	h	two people are reading a sign in front of a museum in improve our knowledge	10 people are reading a sign in front of a museum in improve our knowledge	a	b	c	d	e	contradiction
967	a	b	c	d	e	f	g	h	two people are reading a sign in front of a museum in improve our knowledge	five people are reading a sign in front of a museum in improve our knowledge	a	b	c	d	e	contradiction
968	a	b	c	d	e	f	g	h	two people are reading a sign in front of a museum in improve our knowledge	seven people are reading a sign in front of a museum in improve our knowledge	a	b	c	d	e	contradiction
969	a	b	c	d	e	f	g	h	two people are reading a sign in front of a museum in improve our knowledge	9 people are reading a sign in front of a museum in improve our knowledge	a	b	c	d	e	contradiction
970	a	b	c	d	e	f	g	h	two people are reading a sign in front of a museum in improve our knowledge	5 people are reading a sign in front of a museum in improve our knowledge	a	b	c	d	e	contradiction
971	a	b	c	d	e	f	g	h	The area sells food in Thailand.	The area sells food in Vietnam.	a	b	c	d	e	contradiction
972	a	b	c	d	e	f	g	h	The area sells food in Thailand.	The area sells food in Malaysia.	a	b	c	d	e	contradiction
973	a	b	c	d	e	f	g	h	The area sells food in Thailand.	The area sells food in Japan.	a	b	c	d	e	contradiction
974	a	b	c	d	e	f	g	h	The area sells food in Thailand.	The area sells food in Singapore.	a	b	c	d	e	contradiction
975	a	b	c	d	e	f	g	h	The area sells food in Thailand.	The area sells food in North Korea.	a	b	c	d	e	contradiction
976	a	b	c	d	e	f	g	h	a man kicks a large rock near the ocean.	a man kicks a little rock near the ocean.	a	b	c	d	e	contradiction
977	a	b	c	d	e	f	g	h	a man kicks a large rock near the ocean.	a man kicks a large rock far from the ocean.	a	b	c	d	e	contradiction
978	a	b	c	d	e	f	g	h	a man kicks a large rock near the ocean.	a man kicks a large rock far away from the ocean.	a	b	c	d	e	contradiction
979	a	b	c	d	e	f	g	h	a man kicks a large rock near the ocean.	a man kicks a small rock near the ocean.	a	b	c	d	e	contradiction
980	a	b	c	d	e	f	g	h	a man kicks a large rock near the ocean.	a man kicks a tiny rock near the ocean.	a	b	c	d	e	contradiction
981	a	b	c	d	e	f	g	h	Two Indian women competing in a dance competition for money.	Two South Korean women competing in a dance competition for money.	a	b	c	d	e	contradiction
982	a	b	c	d	e	f	g	h	Two Indian women competing in a dance competition for money.	Two North Korean women competing in a dance competition for money.	a	b	c	d	e	contradiction
983	a	b	c	d	e	f	g	h	Two Indian women competing in a dance competition for money.	Two Vietnamese women competing in a dance competition for money.	a	b	c	d	e	contradiction
984	a	b	c	d	e	f	g	h	Two Indian women competing in a dance competition for money.	Two Indonesian women competing in a dance competition for money.	a	b	c	d	e	contradiction
985	a	b	c	d	e	f	g	h	Two Indian women competing in a dance competition for money.	Two Thai women competing in a dance competition for money.	a	b	c	d	e	contradiction
986	a	b	c	d	e	f	g	h	A man is happy at his 50th birthday party.	A man is happy at his third birthday party.	a	b	c	d	e	contradiction
987	a	b	c	d	e	f	g	h	A man is happy at his 50th birthday party.	A man is happy at his fourth birthday party.	a	b	c	d	e	contradiction
988	a	b	c	d	e	f	g	h	A man is happy at his 50th birthday party.	A man is happy at his sixth birthday party.	a	b	c	d	e	contradiction
989	a	b	c	d	e	f	g	h	A man is happy at his 50th birthday party.	A man is happy at his fifth birthday party.	a	b	c	d	e	contradiction
990	a	b	c	d	e	f	g	h	A man is happy at his 50th birthday party.	A man is happy at his second birthday party.	a	b	c	d	e	contradiction
991	a	b	c	d	e	f	g	h	A boy is sitting on his bike in a garage.	A boy is sitting on his bike in a prison cell.	a	b	c	d	e	contradiction
992	a	b	c	d	e	f	g	h	A boy is sitting on his bike in a garage.	A boy is sitting on his bike in a common room.	a	b	c	d	e	contradiction
993	a	b	c	d	e	f	g	h	A boy is sitting on his bike in a garage.	A boy is sitting on his bike in an office.	a	b	c	d	e	contradiction
994	a	b	c	d	e	f	g	h	A boy is sitting on his bike in a garage.	A boy is sitting on his bike in a lounge.	a	b	c	d	e	contradiction
995	a	b	c	d	e	f	g	h	A boy is sitting on his bike in a garage.	A boy is sitting on his bike in a dining room.	a	b	c	d	e	contradiction
996	a	b	c	d	e	f	g	h	An Indian woman in traditional garb walks by with an umbrella.	A Thai woman in traditional garb walks by with an umbrella.	a	b	c	d	e	contradiction
997	a	b	c	d	e	f	g	h	An Indian woman in traditional garb walks by with an umbrella.	A Vietnamese woman in traditional garb walks by with an umbrella.	a	b	c	d	e	contradiction
998	a	b	c	d	e	f	g	h	An Indian woman in traditional garb walks by with an umbrella.	A South Korean woman in traditional garb walks by with an umbrella.	a	b	c	d	e	contradiction
999	a	b	c	d	e	f	g	h	An Indian woman in traditional garb walks by with an umbrella.	An Indonesian woman in traditional garb walks by with an umbrella.	a	b	c	d	e	contradiction
1000	a	b	c	d	e	f	g	h	An Indian woman in traditional garb walks by with an umbrella.	A North Korean woman in traditional garb walks by with an umbrella.	a	b	c	d	e	contradiction
1001	a	b	c	d	e	f	g	h	a man dressed as an Indian, speaking into a microphone	a man dressed as a Thai, speaking into a microphone	a	b	c	d	e	contradiction
1002	a	b	c	d	e	f	g	h	a man dressed as an Indian, speaking into a microphone	a man dressed as an Indonesian, speaking into a microphone	a	b	c	d	e	contradiction
1003	a	b	c	d	e	f	g	h	a man dressed as an Indian, speaking into a microphone	a man dressed as a North Korean, speaking into a microphone	a	b	c	d	e	contradiction
1004	a	b	c	d	e	f	g	h	a man dressed as an Indian, speaking into a microphone	a man dressed as a South Korean, speaking into a microphone	a	b	c	d	e	contradiction
